suspect_age,suspect_gender,suspected_offense_type,intoxication_level,mental_confusion_level,suspect_aggression_level,suspect_compliance,officer_tone,officer_deescalation_attempts,bystanders_present,environment_risk_level,time_of_day,number_of_officers,force_used_level,interaction_duration_minutes,interaction_score
18,male,warrant,0,2,1,0,3,0,0,1,late_night,2,2,12,45.3
16,male,mental_health_crisis,0,2,0,0,1,8,0,1,night,3,0,46,90.6
39,male,public_intoxication,2,1,2,0,3,2,1,2,late_night,4,1,23,43.0
18,female,theft,0,1,3,1,2,2,1,1,night,2,2,26,32.1
47,female,suspicious_person,1,0,2,0,1,4,0,1,night,1,2,14,52.8
38,male,suspicious_person,1,1,2,1,2,2,0,0,late_night,3,0,14,75.8
27,male,suspicious_person,1,1,1,0,2,2,0,1,late_night,2,1,17,57.7
33,male,suspicious_person,0,2,1,1,1,3,1,1,day,1,0,28,69.2
25,male,traffic_violation,0,0,1,3,1,2,1,1,night,2,0,8,95.3
34,male,theft,1,0,1,2,1,3,0,1,night,4,0,12,81.9
42,unknown,public_intoxication,2,3,1,1,1,3,1,1,day,2,0,30,79.3
34,female,domestic,0,2,3,0,2,4,1,2,night,4,2,22,25.2
30,male,DUI,2,1,2,1,1,3,0,1,late_night,2,1,23,65.0
28,female,warrant,0,0,2,1,1,3,1,1,evening,2,1,10,73.0
18,female,traffic_violation,0,2,1,2,1,3,0,0,evening,2,0,17,85.3
21,male,violent_crime,0,2,4,0,3,4,0,3,late_night,5,3,13,42.7
28,male,other,0,0,2,3,1,0,0,1,day,1,1,12,88.5
55,male,public intox,3,2,2,0,2,5,0,3,day,3,2,19,37.4
37,male,domestic_disturbance,2,2,3,0,2,6,0,1,late_night,3,1,30,60.1
26,female,suspicious_person,1,0,1,0,1,4,0,1,night,1,1,15,64.2
unknown,male,theft,0,1,2,1,1,3,1,1,evening,3,1,12,66.5
,female,suspicious_person,0,2,0,1,2,1,0,1,day,3,1,12,74.0
35,female,mental_health_crisis,0,2,2,3,1,6,0,2,evening,3,1,32,12.4
31,female,traffic_violation,1,1,2,2,2,2,0,0,day,3,0,15,80.0
38,female,violent_crime,1,2,3,0,3,1,1,2,late_night,4,3,12,19.8
27, female ,traffic_violation,0,0,1,3,1,4,0,2,late_night,3,0,15,100.0
37,female,traffic_violation,0,0,0,3,1,3,0,1,day,1,0,17,95.7
38,male,suspicious_person,0,0,2,1,1,2,0,2,late_night,2,1,1,66.7
16,male,traffic_violation,0,0,1,2,1,5,0,0,late_night,1,0,10,100.0
32,female,,3,1,1,1,2,3,0,1,day,2,0,19,81.5
23,male,other,1,0,0,2,1,0,0,0,night,1,0,9,94.2
37,male,traffic_violation,1,1,3,0,2,1,0,0,evening,2,5,21,47.5
46,male,traffic_violation,0,0,0,0,1,2,0,2,,2,0,11,91.3
26,male,domestic_disturbance,2,2,1,1,2,3,0,1,day,4,1,29,47.3
25,male,suspicious_person,1,0,2,0,2,1,0,1,day,2,1,14,50.7
48,male,traffic_violation,1,0,2,2,1,3,0,0,day,2,1,6,81.8
NA,male,theft,0,1,2,0,1,4,1,0,night,3,1,22,67.0
NA,male,theft,0,0,3,1,2,4,1,1,evening,3,0,18,60.8
28,male,public_intoxication,2,3,0,0,2,3,0,1,day,2,0,32,53.0
30,male,theft,0,0,1,0,1,2,0,1,,2,1,19,48.1
38,male,NA,0,0,2,2,1,2,0,0,day,2,0,2,94.9
19,male,theft,0,0,2,2,1,4,1,2,evening,3,0,16,85.2
36,male,mental_health_crisis,1,3,1,1,1,6,0,2,day,3,1,45,50.2
24,male,theft,1,0,2,3,1,3,1,0,evening,2,4,27,62.6
18,unknown,domestic_disturbance,1,3,1,1,2,5,0,2,day,4,1,28,63.9
35,male,warrant,0,0,1,1,1,1,0,1,late_night,3,1,4,77.4
33,male,mental_health_crisis,1,3,3,0,2,3,0,2,evening,3,2,31,25.1
37,male,other,1,0,1,2,1,5,1,0,night,1,0,16,100.0
42,male,theft,1,1,1,2,1,1,0,1,late_night,2,0,17,90.6
30,unknown,theft,0,0,3,3,2,3,1,2,night,2,1,19,57.3
26,male,DUI,2,1,1,0,2,3,0,0,day,1,1,,54.6
35,male,theft,1,1,3,1,2,2,1,1,day,2,2,19,53.0
16,male,mental_health_crisis,1,3,0,0,0,7,0,1,day,3,2,37,75.3
36,female,violent_crime,1,0,2,1,3,1,1,3,day,5,3,7,46.5
21,female,suspicious_person,0,0,2,0,2,4,0,2,night,2,0,,74.9
49,male,other,1,0,2,1,2,1,1,1,late_night,2,2,19,44.3
31,female,other,0,0,2,1,1,4,0,1,day,1,0,28,75.2
33,female,traffic_violation,2,0,1,2,1,4,0,1,day,1,0,13,84.4
56,female,theft,0,0,2,1,2,1,1,2,night,1,0,18,63.6
37,female,traffic_violation,0,0,2,2,1,4,0,3,day,3,1,22,71.7
27, male ,mental_health_crisis,1,3,1,1,1,6,0,1,,3,1,33,74.3
43,unknown,traffic_violation,2,1,1,1,1,3,0,1,day,1,0,15,81.0
16,male,theft,0,1,3,2,2,1,1,2,day,4,1,13,44.9
21,male,warrant,1,0,1,0,1,3,0,2,day,3,0,16,65.6
28,female,traffic_violation,1,0,2,3,1,4,0,0,evening,1,0,13,97.7
27,unknown,suspicious_person,0,2,1,2,1,4,1,0,day,2,0,25,95.2
16,male,traffic_violation,2,0,0,3,1,2,0,1,day,1,0,23,90.0
44,male,theft,0,0,3,0,1,3,0,2,evening,3,2,13,63.4
25,male,traffic_violation,0,0,1,3,1,2,0,1,day,2,0,11,93.5
23,male,public_intoxication,2,3,1,0,2,4,1,0,night,3,0,28,63.5
37,male,,1,1,2,1,1,3,0,2,evening,2,1,31,52.2
40,female,warrant,0,0,2,1,2,3,0,2,day,3,1,20,65.2
21,male,theft,0,1,1,0,1,0,1,1,late_night,3,1,18,52.4
34,female,traffic_violation,1,0,1,3,1,1,1,2,evening,1,1,15,86.3
30,male,theft,1,0,2,1,1,3,1,1,evening,2,1,17,59.4
33,female,traffic_violation,2,0,3,2,2,2,0,1,DAY,3,1,15,56.2
29,male,other,0,1,1,2,2,3,0,1,evening,2,1,15,84.8
22,female,warrant,1,1,2,0,1,2,0,1,late_night,2,2,10,46.9
16,male,theft,1,0,3,1,2,2,1,1,late_night,3,1,17,60.0
26,male,DUI,3,1,1,1,2,5,0,2,day,3,1,,54.8
30,female,domestic_disturbance,1,1,1,2,1,3,1,3,late_night,2,1,27,76.6
41,male,theft,1,0,0,1,1,3,0,0,evening,2,1,16,82.0
23,male,mental_health_crisis,0,0,3,0,2,3,1,3,late_night,4,2,33,41.8
29,male,public_intoxication,3,2,2,1,2,4,1,1,late_night,3,1,35,49.5
33,male,warrant,0,0,3,1,1,1,0,1,night,4,1,,64.3
23,male,theft,1,1,0,2,2,4,0,1,day,2,0,7,100.0
33,female,traffic_violation,0,0,0,3,1,2,0,0,day,1,0,15,100.0
70,male,mental_health_crisis,1,1,1,1,1,5,0,1,evening,2,1,24,73.6
46,unknown,traffic_violation,1,0,0,3,1,2,0,2,late_night,1,0,7,99.3
48,male,mental_health_crisis,1,1,1,1,1,8,1,3,night,3,1,36,64.5
60,male,mental_health_crisis,0,3,1,0,2,6,0,2,evening,3,1,41,48.3
36,male,public_intoxication,2,2,4,0,2,4,1,0,day,1,2,29,34.6
30,male,traffic_violation,1,0,1,2,2,1,0,1,late_night,3,0,11,87.7
48,female,traffic_violation,0,0,0,2,1,2,0,0,evening,1,0,12,100.0
34,male,public_intoxication,3,1,2,2,2,1,0,1,late_night,4,1,19,58.8
35,female,mental_health_crisis,0,0,2,0,1,5,0,0,day,3,1,35,83.8
28,male,suspicious_person,0,1,1,1,1,3,0,1,night,1,1,19,76.1
35,unknown,warrant,0,0,1,1,2,2,0,1,late_night,2,2,9,84.4
29,male,public_intoxication,2,1,4,1,3,3,1,1,evening,1,4,3,30.1
27,male,violent_crime,1,2,3,0,3,2,1,2,day,5,3,5,35.8
24,male,DUI,3,3,1,1,2,5,1,2,late_night,2,0,51,56.9
39,female,other,1,0,1,1,1,3,0,1,day,2,1,29,77.0
54,male,domestic_disturbance,1,0,0,2,2,3,1,3,Day,3,0,31,78.7
27,female,suspicious_person,0,0,1,1,2,2,0,1,night,2,0,10,57.5
16,female,violent_crime,2,0,4,0,2,2,1,3,evening,5,4,15,26.1
28,female,other,2,1,1,1,1,3,0,1,day,2,2,20,61.3
32,female,suspicious_person,0,1,1,0,2,4,1,1,evening,2,2,20,55.9
26,female,suspicious_person,2,0,2,0,2,1,0,1,night,3,1,NA,49.5
42,male,DUI,2,0,2,1,1,3,0,1,evening,2,1,25,68.9
unknown,male,traffic_violation,0,0,1,2,1,2,0,0,day,1,0,5,100.0
47,unknown,suspicious_person,0,0,2,1,2,3,0,1,night,2,0,25,66.2
25,female,theft,1,0,4,1,2,5,0,1,night,2,2,22,49.4
NA,female,suspicious_person,2,2,0,2,1,6,0,1,night,2,0,31,96.1
44,female,theft,2,0,1,1,1,3,0,0,late_night,2,1,21,89.9
34,,theft,2,0,2,2,1,4,0,0,day,2,2,25,96.5
unknown,female,violent_crime,1,1,3,0,3,1,1,3,evening,4,3,22,21.7
29,male,theft,0,1,2,0,3,2,0,2,late_night,3,1,11,60.4
41,male,theft,1,0,2,1,2,0,1,2,day,3,2,8,49.1
37,female,warrant,0,0,1,1,1,3,0,0,late_night,2,0,12,96.1
27,unknown,violent_crime,1,2,3,0,3,3,0,3,day,1,4,3,35.5
29,,DUI,2,1,0,1,2,2,0,2,night,3,0,38,70.9
38,female,domestic_disturbance,1,0,2,0,2,1,0,2,EVENING,4,2,22,47.8
27,female,DUI,3,0,2,2,2,3,0,1,day,2,0,25,67.8
35,female,violent_crime,2,1,3,0,2,1,0,2,day,4,4,8,17.3
31,male,theft,1,0,0,1,1,2,1,1,evening,3,0,21,84.0
30,Male,theft,0,1,0,0,1,2,0,1,day,2,0,19,86.2
53,female,warrant,1,0,2,0,2,1,0,1,late_night,2,2,18,55.1
60,male,other,0,0,3,0,0,2,1,0,day,2,1,23,69.7
47,male,domestic_disturbance,0,1,3,2,2,2,0,2,night,2,2,19,57.3
28,M,traffic_violation,1,1,2,3,1,2,0,0,LateNight,2,0,21,82.8
16,male,public_intoxication,1,3,2,1,2,3,0,0,evening,2,1,17,59.7
37,female,traffic_violation,0,1,2,2,1,2,0,0,night,2,0,21,79.2
16,female,traffic_violation,0,2,1,1,1,4,0,2,evening,3,1,10,57.8
,female,traffic_violation,1,0,2,2,1,1,0,0,night,1,0,7,84.2
16,male,suspicious_person,0,0,1,1,0,3,0,2,late_night,3,0,33,77.4
25,female,traffic_violation,0,1,1,2,1,1,0,2,night,2,0,21,79.6
29,male,other,0,1,0,2,1,4,1,1,day,3,0,25,108.2
35, male ,domestic_disturbance,0,1,2,2,2,4,1,3,day,4,1,30,53.0
30,male,violent_crime,1,0,3,0,3,0,1,3,night,6,2,13,35.1
16,female,traffic_violation,0,0,1,2,1,4,0,1,evening,3,0,10,100.0
16,male,domestic_disturbance,1,0,2,3,2,5,0,2,NA,2,1,15,12.4
32,female,theft,2,1,0,2,1,2,0,1,day,3,0,19,99.4
29,M,warrant,0,0,2,2,1,1,0,1,day,3,0,NA,87.4
,female,DUI,3,1,1,2,2,3,0,1,night,1,0,33,74.1
49,male,mental_health_crisis,1,2,0,0,1,4,0,3,day,4,1,41,50.5
22,male,DUI,2,1,0,2,2,4,0,1,evening,3,0,25,93.8
25,male,suspicious_person,1,1,0,1,1,3,0,3,day,3,1,16,69.9
21,male,violent_crime,2,1,4,0,3,4,0,3,night,4,4,14,33.4
16,female,theft,0,1,2,2,2,4,1,0,day,2,1,23,87.3
28,male,public_intoxication,2,0,2,2,1,6,1,2,day,2,2,15,65.3
37,male,traffic_violation,0,0,0,2,1,0,0,1,evening,2,0,9,96.1
19,female,theft,0,0,2,0,1,3,1,1,night,3,1,18,45.8
26,male,traffic_violation,2,0,2,2,2,3,1,2,evening,2,0,14,66.3
28,female,mental_health_crisis,0,3,2,0,1,5,0,1,night,4,0,40,57.6
30,male,domestic,1,2,3,0,3,5,0,1,evening,2,1,31,35.5
35,male,DUI,2,1,1,1,1,3,0,0,Evening,3,1,32,74.0
44,female,violent_crime,1,1,2,0,1,2,1,3,evening,4,3,16,30.5
26,male,theft,1,0,3,0,1,4,1,3, night ,2,2,0,44.5
54,male,traffic_violation,2,0,0,1,1,2,0,1,day,2,0,18,90.6
48,female,mental_health_crisis,0,3,1,1,1,6,0,2,NA,3,2,37,66.3
22,male,traffic_violation,1,0,1,3,1,1,0,1,evening,3,0,11,97.5
18,female,warrant,1,1,2,1,2,2,0,1,day,2,1,18,57.3
25,Male,theft,1,1,0,1,1,3,1,2,day,2,0,18,75.8
20,unknown,theft,0,0,2,0,2,1,1,2,day,3,1,19,52.9
16,unknown,violent_crime,0,2,2,0,2,1,0,3,evening,3,4,8,25.4
39,M,other,1,1,1,1,2,4,1,0,night,2,0,11,77.6
,male,theft,0,0,1,1,1,5,1,2,late night,2,1,19,80.7
40,female,traffic_violation,0,2,1,1,1,5,0,1,evening,2,1,22,86.1
39,M,theft,1,0,1,3,2,2,1,1,evening,1,0,17,100.0
27,male,domestic_disturbance,1,2,1,3,2,1,0,2,late_night,4,0,24,67.0
35,male,traffic_violation,0,0,1,3,1,5,0,0,day,2,0,20,100.0
36,,traffic_violation,1,0,0,2,0,4,0,0,evening,2,0,14,96.2
16,male,violent_crime,0,2,4,0,3,4,0,2,day,4,3,29,52.2
35,male,violent_crime,1,0,3,0,2,0,0,3,late_night,5,3,13,29.1
36,male,public_intoxication,1,1,2,0,1,4,0,1,late_night,2,2,22,42.5
25,male,theft,0,1,3,1,2,2,0,1,late_night,3,2,10,42.6
19,male,shoplifting,2,1,1,2,1,4,0,3,late_night,3,1,24,67.1
30,male,suspicious_person,1,1,2,0,2,2,0,0,evening,2,0,8,62.3
43,male,other,0,0,2,2,1,2,0,3,day,2,1,21,82.5
16,,traffic_violation,0,2,0,2,0,3,0,0,day,2,0,24,96.3
16,male,domestic_disturbance,1,1,2,0,2,1,0,3,night,4,1,75,41.5
32,male,mental_health_crisis,0,2,1,2,2,5,0,1,evening,3,0,33,98.6
16,female,other,1,0,1,3,1,1,0,2,late_night,2,0,14,12.4
34,male,violent_crime,1,2,3,0,3,3,1,3,night,4,3,14,29.8
20,male,domestic_disturbance,1,0,0,1,1,3,1,3,late_night,5,0,34,72.5
28,male,violent_crime,2,1,3,0,2,3,1,3,late_night,5,3,6,25.5
28,female,theft,0,0,2,0,2,4,0,1,late_night,3,2,20,67.9
37, male ,warrant,1,0,1,0,1,1,0,1,day,3,2,7,48.7
25,male,other,0,0,2,1,2,6,0,0,NA,1,4,3,81.3
16,male,violent_crime,0,0,1,0,2,1,1,3,day,4,3,11,40.9
37,male,suspicious_person,1,1,0,1,1,2,1,1,day,2,1,16,80.1
26,male,public_intoxication,2,1,1,1,3,3,1,2,day,2,0,30,63.7
19,male,traffic_violation,0,0,0,3,1,3,0,1,evening,2,0,18,100.0
40,male,traffic_violation,1,0,0,3,3,3,1,1,evening,1,0,5,96.7
55,male,other,1,1,1,2,2,2,0,0,night,2,0,21,94.8
43,male,shoplifting,0,0,0,2,1,4,1,1,evening,1,1,7,86.1
42,male,traffic_violation,1,1,0,2,1,1,1,1,evening,1,1,17,72.0
38,male,domestic_disturbance,1,0,3,0,2,3,0,2,night,3,2,13,53.1
18,female,public_intoxication,2,2,3,1,1,4,0,1,evening,3,2,18,43.4
23,male,other,0,1,1,1,2,0,0,1,evening,2,1,23,65.8
42,female,traffic_violation,1,0,0,3,1,0,0,1,evening ,2,0,24,97.6
34,male,DUI,2,3,1,1,1,5,0,1,day,4,0,39,67.2
48,male,suspicious_person,0,1,2,0,1,4,1,2,night,2,2,18,50.3
35,unknown,retail_theft,1,1,1,2,2,1,0,0,day,2,1,10,82.2
46,female,suspicious_person,1,0,2,0,2,3,0,1,day,2,1,19,45.7
35,male,mental_health_crisis,0,3,1,1,2,5,1,2,day,3,1,40,63.1
53,female,traffic_violation,0,0,0,2,2,3,0,2,LateNight,2,0,4,99.9
37,male,violent_crime,0,2,3,0,3,3,1,2,evening,4,4,15,25.0
19,female,domestic_disturbance,2,0,2,0,2,2,0,2,late_night,4,1,20,55.6
16,male,mental_health_crisis,1,2,1,1,2,6,0,1,evening,4,0,39,77.5
29,male,suspicious_person,0,1,2,0,3,1,1,0,night,1,1,14,50.6
,female,traffic_violation,0,2,1,1,1,1,0,1,evening,1,0,19,66.0
24,male,traffic_violation,0,1,0,2,1,4,0,2,day,2,0,26,100.0
24,male,theft,2,1,3,1,2,5,1,2,late_night,2,1,28,36.5
20,male,DUI,2,0,1,0,1,4,0,1,night,2,1,33,48.4
16,male,traffic_violation,1,0,1,0,0,4,0,0,evening,1,0,15,88.6
49,male,mental_health_crisis,1,1,1,0,1,5,0,3,evening,3,1,39,63.4
NA,male,DUI,2,0,1,3,1,4,1,2,DAY,3,0,32,84.0
39,female,mental_health_crisis,0,2,2,0,2,5,0,2,late_night,3,2,28,64.4
22,male,domestic_disturbance,0,0,1,0,1,4,1,2,day,4,1,22,75.0
30,male,other,0,1,2,3,1,3,0,1,late_night,2,0,13,91.1
26,female,traffic_violation,0,0,0,1,1,4,0,2,day,1,0,22,100.0
36,female,violent_crime,2,1,2,0,3,1,0,3,day,4,3,20,39.0
27,male,traffic_violation,0,0,1,1,2,0,0,1,night,1,0,9,72.2
21,male,suspicious_person,1,0,2,2,1,2,0,1,day,2,0,22,87.4
25,male,DUI,3,2,0,3,2,4,0,0,Day,2,0,35,100.0
54,male,theft,2,0,2,0,1,2,1,2,evening,3,3,14,36.6
31,female,DUI,1,1,1,0,2,4,0,1,evening,2,1,29,64.5
44,female,public_intoxication,1,0,2,1,2,1,1,3,late_night,2,2,21,41.8
23,female,warrant,0,0,2,1,1,4,0,0,day,3,1,15,91.6
48,unknown,theft,0,0,3,1,2,3,0,1,late_night,3,1,13,66.4
27,female,warrant,0,1,3,0,2,3,0,0,late_night,2,2,20,49.5
29,male,misc,1,1,0,0,1,0,1,2,day,2,0,26,66.5
22,unknown,domestic_disturbance,2,2,2,2,2,5,0,2,evening,2,1,35,62.3
38,male,traffic_violation,0,0,1,3,1,0,0,0,night,2,0,8,100.0
40,female,other ,0,0,1,2,1,0,0,1,night,2,1,12,81.6
51,female,violent_crime,0,1,3,0,2,0,0,3,evening,4,3,1,38.5
34,male,public_intoxication,1,1,1,0,2,2,1,2,late_night,3,1,26,60.8
42,male,violent_crime,1,0,2,1,2,1,0,2,night,4,3,5,68.1
37,female,theft,1,1,2,1,2,4,1,1,,2,1,23,52.2
21,female,domestic_disturbance,1,0,2,2,1,3,0,2,night,3,1,12,54.3
48,male,domestic_disturbance,1,0,1,1,2,4,1,3,evening,4,2,34,54.8
44,male,violent_crime,1,2,3,0,3,5,0,3,Night,5,3,22,19.5
40,male,traffic_violation,0,1,1,2,1,2,0,2,late_night,2,1,4,60.5
29,female,theft,1,0,0,1,0,2,1,1,day,1,1,16,72.6
16,F,misc,0,0,2,0,1,2,0,1,late_night,2,1,8,54.8
42,male,other,2,0,3,1,1,4,1,1,night,2,2,23,43.2
47,male,other,0,1,0,2,1,3,0,1,night,2,0,18,99.7
16,,other,0,2,3,0,2,3,0,1,evening,3,3,12,40.9
22,male,suspicious_person,2,0,2,1,1,4,0,1,late_night,2,1,21,70.3
unknown,male,traffic_violation,0,0,2,2,2,2,0,1,evening ,2,0,8,70.3
31,male,traffic_violation,0,0,0,2,1,3,1,1,evening,1,0,18,100.0
28,male,suspicious_person,1,0,1,1,2,2,0,1,night,1,1,13,83.9
24,male,theft,2,2,2,1,2,2,1,2,night,3,1,24,51.9
39,female,traffic_violation,0,0,2,2,1,0,0,2,,1,1,8,66.2
45,unknown,DUI,3,1,1,2,1,2,0,1,night,2,0,24,71.5
28,male,public_intoxication,2,1,1,1,2,2,1,2,day,3,1,20,55.3
38,male,warrant,0,0,1,2,1,1,0,2,day,2,1,22,76.8
16,male,traffic_violation,0,0,3,0,1,3,0,0,day,2,1,15,60.3
34,male,theft,1,1,2,0,1,3,0,1,evening,3,2,14,50.0
16,female,traffic stop,0,0,0,3,1,1,0,1,EVENING,1,0,24,100.0
39,male,violent_crime,1,1,4,0,2,0,0,3,night,4,4,3,13.2
50,male,public_intoxication,1,2,1,2,2,5,1,2,night,3,0,30,79.9
43,female,traffic_violation,2,1,0,3,1,2,0,0,day,2,0,10,100.0
45,male,traffic_violation,0,1,1,3,1,2,0,1,day,2,0,18,95.1
32,female,other,1,0,0,3,1,0,0,1,late_night,1,0,13,81.5
16,unknown,theft,1,1,2,1,2,1,0,0,evening,3,1,19,65.1
54,male,other,0,1,2,0,1,0,0,1,late_night,1,2,13,37.6
55,male,public_intoxication,3,0,2,1,2,4,0,1,evening,2,2,19,53.4
16,male,suspicious_person,0,0,1,2,1,2,0,2,evening,3,0,13,80.1
26,unknown,theft,1,1,3,0,2,3,1,2,evening,3,1,16,34.9
18,male,DUI,3,2,1,1,2,5,0,1,day,2,1,34,60.6
40,female,other,1,0,1,1,1,2,0,0,day,3,0,NA,92.1
41,male,suspicious_person,1,1,1,0,2,3,0,0,evening,3,2,18,32.8
21,male,DUI,3,0,1,1,2,3,0,0,NA,3,1,39,59.3
40,female,traffic_violation,0,1,1,0,1,2,0,1,day,2,0,17,63.1
39,male,suspicious_person,0,2,3,1,2,4,0,0,day,2,0,23,68.3
24,female,DUI,2,1,2,1,2,6,0,0,evening,2,0,31,65.1
41,female,violent_crime,2,0,3,0,2,1,0,3,late_night,6,3,2,30.8
25,male,traffic_violation,0,1,0,3,1,1,0,1,day,2,0,24,100.0
39, female ,,0,1,2,0,1,2,0,1,day,2,0,11,66.2
25,female,public_intoxication,2,3,1,0,2,3,1,1,day,2,1,25,52.5
21,female,theft,0,1,2,1,2,3,1,1,night,2,1,12,64.3
36,female,other,0,1,2,3,1,2,1,1,night,2,0,22,89.4
16,unknown,public_intoxication,1,2,1,1,2,3,1,3,night,2,1,25,56.5
43,male,traffic_violation,1,0,0,3,1,3,0,1,night,2,0,15,98.0
43,female,domestic_disturbance,1,3,3,0,3,4,0,2,night,4,2,30,26.0
16,male,public intox,2,2,2,1,1,4,1,2,day,3,1,26,76.9
30,female,other,1,1,1,0,2,1,0,0,evening,3,0,12,62.9
45,male,public_intoxication,2,0,1,0,2,3,0,1,day,2,1,23,63.2
43,male,mental_health_crisis,2,2,1,1,1,6,0,0,evening,3,0,44,87.3
33,M,shoplifting,2,0,2,1,1,1,1,3,late_night,4,1,31,35.7
16,unknown,suspicious_person,0,1,3,0,1,3,0,1,evening,2,3,7,25.6
32,male,,2,2,0,3,1,4,0,1,day,2,0,39,100.0
61,male,traffic_violation,0,0,2,3,1,0,0,1,day,1,0,20,73.4
NA,male,traffic_violation,1,2,2,2,2,2,1,2,night,1,1,11,69.6
NA,female,suspicious_person,3,1,2,1,2,4,0,2,late_night,2,1,,44.4
38,male,theft,1,0,3,0,2,1,1,1,,1,2,12,28.4
22,male,violent_crime,2,1,2,0,1,1,1,3,day,4,3,25,36.9
45,male,domestic_disturbance,0,0,2,2,1,2,0,2,late_night,3,0,11,72.1
16,female,theft,0,2,3,2,1,1,1,1,evening,1,2,75,48.0
22,unknown,other ,0,1,0,2,1,1,0,1,late_night,2,1,16,92.1
16,male,suspicious_person,1,0,1,1,0,2,1,0,late_night,1,4,3,87.0
16,female,theft,0,0,0,2,2,4,0,1,evening,2,1,12,90.8
9,male,traffic stop,0,1,0,3,1,2,0,1, night ,1,0,13,100.0
29,female,retail_theft,0,0,0,2,1,4,1,1, late_night ,3,0,24,87.9
19,male,domestic_disturbance,2,1,3,1,2,7,0,1,day,2,1,29,44.6
38,male,traffic_violation,0,0,1,1,1,1,0,1,evening,2,0,12,93.7
24,unknown,violent_crime,1,2,2,0,3,3,0,3,day,5,3,19,24.2
33,male,suspicious_person,0,1,2,1,2,2,0,1,day,1,1,11,80.8
16,male,violent_crime,1,1,3,1,3,1,0,2,night,6,3,11,37.7
46,male,suspicious_person,0,2,3,0,3,3,0,1,night,1,2,25,49.6
39,male,theft,1,0,1,2,2,1,0,1,evening,3,0,14,90.8
30,male,DUI,3,1,1,1,1,3,0,0,evening,2,0,25,68.8
45,female,traffic_violation,0,1,1,1,2,4,0,0,evening,1,0,11,87.2
16,male,other,1,0,3,1,2,1,0,1,evening,2,1,28,36.6
38,female,suspicious_person,0,0,2,2,2,5,0,1,night,1,0,18,94.1
39,female,DUI,1,0,3,3,1,2,0,0,day,2,4,27,77.1
33,female,traffic_violation,0,1,2,3,1,3,0,1,day,1,0,25,79.1
,male,DUI,1,1,2,1,1,5,0,0,day,2,1,37,70.9
41,male,DUI,2,0,1,0,1,3,0,0,night,2,1,38,68.6
44,male,drunk_driving,2,0,2,3,2,4,0,2,day,1,0,21,94.3
56,male,warrant,0,0,2,1,2,3,0,2,late_night,3,1,11,67.9
41,male,traffic_violation,1,1,2,2,1,1,0,1,late_night,1,0,12,57.9
46,male,violent_crime,0,0,4,0,3,3,0,3,evening,4,4,,42.4
35,male,public_intoxication,3,2,0,0,2,4,1,1,late_night,1,1,24,59.3
16,female,traffic_violation,0,0,2,2,2,2,1,2,evening,2,0,11,75.1
47,male,traffic_violation,0,2,1,1,2,1,0,1,night,2,0,17,53.1
29,male,traffic_violation,1,1,0,3,1,3,0,1,late_night,2,0,18,100.0
19,male,theft,0,0,2,2,2,2,0,2,night,2,0,19,85.3
26,male,domestic_disturbance,1,1,3,1,3,3,0,1,day,3,1,31,48.2
32,male,traffic_violation,1,0,1,2,0,2,0,0,evening,1,0,21,84.7
16,male,theft,0,0,3,0,2,3,1,2,evening,2,2,22,36.5
27,unknown,traffic_violation,0,0,3,2,1,1,1,2,night,1,1,4,66.6
19,female,theft,0,0,1,1,2,5,1,2,evening,2,0,18,92.5
23,male,mental_health_crisis,2,3,1,1,1,7,1,3,evening,3,0,41,58.2
36,male,other,1,0,1,2,1,2,1,0,night,1,0,9,95.9
45,female,other,1,1,1,2,1,2,0,0,day,3,0,18,89.3
22,male,DUI,3,0,0,3,1,4,0,1,night,2,0,36,100.0
23,male,theft,0,0,1,2,2,0,0,1,day,1,1,8,75.7
41,male,traffic_violation,0,0,0,1,0,2,0,0,day,1,0,11,86.5
40,male,domestic_disturbance,2,0,2,2,1,6,0,3,day,3,1,28,81.3
36,male,domestic_disturbance,2,2,1,0,2,5,1,2,night,4,2,24,42.9
41,male,traffic_violation,1,0,1,3,1,3,1,1,NA,2,0,19,93.4
33,male,other,0,0,1,0,2,1,0,1,day,1,2,13,57.8
37,female,DUI,3,2,1,1,2,6,0,2,day,3,1,32,70.8
27,female,suspicious_person,0,1,2,2,1,3,0,2,night,3,1,16,56.7
28,male,other,1,2,0,3,1,6,1,1,night,3,0,28,12.4
26,male,suspicious_person,1,0,2,2,1,5,1,1,day,2,1,21,79.1
58,F,domestic_disturbance,0,1,0,1,2,3,0,2,night,3,2,22,60.4
27, male ,mental_health_crisis,0,2,3,0,1,4,1,2,day,4,2,36,57.3
38,female,traffic_violation,0,0,1,0,0,5,1,1,day,3,1,13,78.8
20,male,domestic_disturbance,0,1,3,0,1,5,0,2,evening,3,2,24,59.7
16,M,shoplifting,0,0,2,1,2,2,0,2,night,2,1,14,67.4
unknown,female,NA,3,0,3,1,1,2,0,0,night,2,1,26,60.7
38,male,traffic_violation,0,0,2,1,2,2,0,1,late_night,3,1,4,73.3
51,female,mental health crisis,0,2,2,1,1,9,0,2,evening,4,1,44,63.5
32,female,other,0,1,1,1,2,2,0,2,late_night,2,1,23,70.6
49,female,warrant,0,2,1,0,2,2,0,2,evening,3,2,12,57.7
37,female,DUI,3,0,2,1,1,3,1,2,late_night,4,1,27,57.3
16,female,theft,1,0,1,3,1,2,1,0,evening,1,0,24,87.0
